### var1 :  abs(Probe_eta) 
### var2 :  Probe_pt 
  +0.000	  +0.900	 +10.000	 +15.000	0.128	0.002	0.170	0.002	0.128	0.128	0.170	0.170
  +0.900	  +1.200	 +10.000	 +15.000	0.093	0.002	0.142	0.004	0.095	0.093	0.142	0.142
  +1.200	  +2.100	 +10.000	 +15.000	0.033	0.001	0.062	0.002	0.033	0.033	0.062	0.062
  +2.100	  +2.500	 +10.000	 +15.000	0.022	0.001	0.034	0.002	0.022	0.022	0.034	0.034
  +0.000	  +0.900	 +15.000	 +20.000	0.355	0.002	0.431	0.002	0.355	0.356	0.431	0.431
  +0.900	  +1.200	 +15.000	 +20.000	0.296	0.003	0.373	0.004	0.296	0.297	0.373	0.373
  +1.200	  +2.100	 +15.000	 +20.000	0.163	0.001	0.249	0.002	0.163	0.163	0.249	0.249
  +2.100	  +2.500	 +15.000	 +20.000	0.100	0.002	0.174	0.003	0.099	0.099	0.174	0.174
  +0.000	  +0.900	 +20.000	 +25.000	0.463	0.001	0.550	0.001	0.461	0.464	0.550	0.550
  +0.900	  +1.200	 +20.000	 +25.000	0.416	0.002	0.515	0.003	0.416	0.418	0.515	0.515
  +1.200	  +2.100	 +20.000	 +25.000	0.266	0.001	0.390	0.002	0.265	0.267	0.390	0.390
  +2.100	  +2.500	 +20.000	 +25.000	0.183	0.002	0.285	0.003	0.181	0.183	0.285	0.285
  +0.000	  +0.900	 +25.000	 +30.000	0.510	0.001	0.601	0.001	0.505	0.507	0.601	0.601
  +0.900	  +1.200	 +25.000	 +30.000	0.488	0.002	0.588	0.002	0.478	0.480	0.588	0.588
  +1.200	  +2.100	 +25.000	 +30.000	0.345	0.001	0.476	0.002	0.341	0.340	0.476	0.476
  +2.100	  +2.500	 +25.000	 +30.000	0.248	0.002	0.374	0.003	0.242	0.241	0.374	0.374
  +0.000	  +0.900	 +30.000	 +35.000	0.523	0.001	0.611	0.001	0.517	0.517	0.611	0.611
  +0.900	  +1.200	 +30.000	 +35.000	0.504	0.001	0.608	0.002	0.504	0.503	0.608	0.608
  +1.200	  +2.100	 +30.000	 +35.000	0.375	0.001	0.515	0.001	0.375	0.374	0.515	0.515
  +2.100	  +2.500	 +30.000	 +35.000	0.288	0.002	0.432	0.002	0.286	0.287	0.432	0.432
  +0.000	  +0.900	 +35.000	 +40.000	0.552	0.001	0.630	0.001	0.552	0.552	0.630	0.630
  +0.900	  +1.200	 +35.000	 +40.000	0.528	0.001	0.627	0.001	0.528	0.528	0.627	0.627
  +1.200	  +2.100	 +35.000	 +40.000	0.413	0.001	0.546	0.001	0.413	0.412	0.546	0.546
  +2.100	  +2.500	 +35.000	 +40.000	0.319	0.001	0.458	0.002	0.320	0.320	0.458	0.458
  +0.000	  +0.900	 +40.000	 +45.000	0.576	0.001	0.657	0.001	0.576	0.576	0.657	0.657
  +0.900	  +1.200	 +40.000	 +45.000	0.554	0.001	0.648	0.001	0.554	0.554	0.648	0.648
  +1.200	  +2.100	 +40.000	 +45.000	0.455	0.001	0.583	0.001	0.455	0.454	0.583	0.583
  +2.100	  +2.500	 +40.000	 +45.000	0.358	0.001	0.487	0.002	0.355	0.358	0.487	0.487
  +0.000	  +0.900	 +45.000	 +60.000	0.596	0.001	0.673	0.001	0.596	0.595	0.673	0.673
  +0.900	  +1.200	 +45.000	 +60.000	0.564	0.001	0.652	0.001	0.563	0.562	0.652	0.652
  +1.200	  +2.100	 +45.000	 +60.000	0.490	0.001	0.605	0.001	0.489	0.503	0.605	0.605
  +2.100	  +2.500	 +45.000	 +60.000	0.379	0.002	0.509	0.002	0.375	0.371	0.509	0.509
  +0.000	  +0.900	 +60.000	 +80.000	0.617	0.002	0.692	0.002	0.616	0.613	0.692	0.692
  +0.900	  +1.200	 +60.000	 +80.000	0.554	0.003	0.645	0.003	0.552	0.554	0.645	0.645
  +1.200	  +2.100	 +60.000	 +80.000	0.517	0.002	0.624	0.002	0.513	0.523	0.624	0.624
  +2.100	  +2.500	 +60.000	 +80.000	0.414	0.006	0.544	0.005	0.419	0.419	0.544	0.544
  +0.000	  +0.900	 +80.000	+120.000	0.645	0.002	0.714	0.003	0.642	0.645	0.714	0.714
  +0.900	  +1.200	 +80.000	+120.000	0.564	0.005	0.654	0.005	0.562	0.565	0.654	0.654
  +1.200	  +2.100	 +80.000	+120.000	0.527	0.003	0.640	0.004	0.542	0.529	0.640	0.640
  +2.100	  +2.500	 +80.000	+120.000	0.459	0.007	0.552	0.008	0.459	0.457	0.552	0.552
